state_code,state_name,district_code,district_name
"31","UTTAR PRADESH","3141","HAMIRPUR"
"31","UTTAR PRADESH","3144","PRATAPGARH"
"31","UTTAR PRADESH","3147","GONDA"
"31","UTTAR PRADESH","3149","AYODHYA"
"31","UTTAR PRADESH","3150","SULTANPUR"
"31","UTTAR PRADESH","3154","GORAKHPUR"
"31","UTTAR PRADESH","3156","MAU"
"31","UTTAR PRADESH","3167","AMROHA"
"31","UTTAR PRADESH","3171","CHANDAULI"
"31","UTTAR PRADESH","3172","KUSHI NAGAR"
"31","UTTAR PRADESH","3177","CHITRAKOOT"
"31","UTTAR PRADESH","3179","MAHOBA"
"31","UTTAR PRADESH","3183","SHAMLI"
"32","WEST BENGAL","3204","SILIGURI MAHAKUMA PARISAD"
"32","WEST BENGAL","3216","24 PARGANAS SOUTH"
"33","CHHATTISGARH","3305","SURGUJA"
"33","CHHATTISGARH","3309","DHAMTARI"
"33","CHHATTISGARH","3322","BALOD"
"33","CHHATTISGARH","3327","BALRAMPUR"
"33","CHHATTISGARH","3330","MOHLA MANPUR AMBAGARH CHOWKI"
"34","JHARKHAND","3402","LOHARDAGA"
"34","JHARKHAND","3403","GUMLA"
"34","JHARKHAND","3407","GARHWA"
"34","JHARKHAND","3411","DUMKA"
"34","JHARKHAND","3412","JAMTARA"
"34","JHARKHAND","3418","KODERMA"
"34","JHARKHAND","3419","GIRIDIH"
"34","JHARKHAND","3422","DEOGHAR"
"35","UTTARAKHAND","3503","HARIDWAR"
"35","UTTARAKHAND","3513","TEHRI GARHWAL"
"36","TELANGANA","3618","Nizamabad"
"36","TELANGANA","3621","Warangal"
"36","TELANGANA","3622","Khammam"
"36","TELANGANA","3626","Jagtial"
"36","TELANGANA","3627","Jangaon"
"36","TELANGANA","3634","Mancherial"
"36","TELANGANA","3635","Nagarkurnool"
"36","TELANGANA","3637","Peddapalli"
"37","LADAKH","3708","KARGIL"
"02","ANDHRA PRADESH","0206","KRISHNA"
"02","ANDHRA PRADESH","0212","ANANTAPUR"
"02","ANDHRA PRADESH","0216","KONASEEMA"
"02","ANDHRA PRADESH","0225","PARVATHIPURAM MANYAM"
"02","ANDHRA PRADESH","0226","KAKINADA"
"03","ARUNACHAL PRADESH","0301","TAWANG"
"03","ARUNACHAL PRADESH","0303","EAST KAMENG"
"03","ARUNACHAL PRADESH","0305","UPPER SUBANSIRI"
"03","ARUNACHAL PRADESH","0306","WEST SIANG"
"03","ARUNACHAL PRADESH","0310","CHANGLANG"
"03","ARUNACHAL PRADESH","0315","UPPER DIBANG VALLEY"
"03","ARUNACHAL PRADESH","0325","KAMLE"
"04","ASSAM","0410","LAKHIMPUR"
"04","ASSAM","0416","SIVASAGAR"
"04","ASSAM","0421","KARIMGANJ"
"04","ASSAM","0425","CHIRANG"
"04","ASSAM","0431","SOUTH SALMARA-MANKACHAR"
"05","BIHAR","0502","NALANDA"
"05","BIHAR","0505","AURANAGABAD"
"05","BIHAR","0507","GAYA"
"05","BIHAR","0510","SIWAN"
"05","BIHAR","0514","SITAMARHI"
"05","BIHAR","0515","MUZAFFARPUR"
"05","BIHAR","0520","MADHUBANI"
"05","BIHAR","0542","KISHANGANJ"
"05","BIHAR","0548","BUXAR"
"07","DN HAVELI AND DD","0701","DADRA AND NAGAR HAVELI"
"11","GUJARAT","1102","RAJKOT"
"11","GUJARAT","1106","JUNAGADH"
"11","GUJARAT","1113","KHEDA"
"02","ANDHRA PRADESH","0205","WEST GODAVARI"
"02","ANDHRA PRADESH","0216","KONASEEMA"
"02","ANDHRA PRADESH","0218","NTR"
"02","ANDHRA PRADESH","0223","ANNAMAYYA"
"03","ARUNACHAL PRADESH","0316","KURUNG KUMEY"
"03","ARUNACHAL PRADESH","0318","LONGDING"
"03","ARUNACHAL PRADESH","0323","PAKKE KESSANG"
"03","ARUNACHAL PRADESH","0324","LEPARADA"
"04","ASSAM","0409","SONITPUR"
"04","ASSAM","0414","GOLAGHAT"
"04","ASSAM","0418","TINSUKIA"
"04","ASSAM","0422","HAILAKANDI"
"04","ASSAM","0430","CHARAIDEO"
"04","ASSAM","0431","SOUTH SALMARA-MANKACHAR"
"05","BIHAR","0505","AURANAGABAD"
"05","BIHAR","0506","JEHANABAD"
"05","BIHAR","0512","PASHCHIM CHAMPARAN"
"05","BIHAR","0513","PURBI CHAMPARAN"
"05","BIHAR","0518","SAMASTIPUR"
"05","BIHAR","0520","MADHUBANI"
"05","BIHAR","0525","KHAGARIA"
"05","BIHAR","0527","BHAGALPUR"
"05","BIHAR","0543","SHEOHAR"
"05","BIHAR","0544","SUPAUL"
"07","DN HAVELI AND DD","0701","DADRA AND NAGAR HAVELI"
"10","GOA","1002","SOUTH GOA"
"11","GUJARAT","1104","BHAVNAGAR"
"11","GUJARAT","1106","JUNAGADH"
"11","GUJARAT","1111","GANDHINAGAR"
"11","GUJARAT","1115","VADODARA"
"11","GUJARAT","1117","SURAT"
"11","GUJARAT","1127","Morbi"
"11","GUJARAT","1130","ARVALLI"
"12","HARYANA","1211","REWARI"
"12","HARYANA","1221","PALWAL"
"13","HIMACHAL PRADESH","1302","CHAMBA"
"13","HIMACHAL PRADESH","1303","HAMIRPUR"
"13","HIMACHAL PRADESH","1304","KANGRA"
"13","HIMACHAL PRADESH","1310","SIRMAUR"
"14","JAMMU AND KASHMIR","1409","DODA"
"14","JAMMU AND KASHMIR","1413","JAMMU"
"15","KARNATAKA","1501","BAGALKOTE"
"17","MADHYA PRADESH","1739","SHEOPUR"
"17","MADHYA PRADESH","1748","ASHOK NAGAR"
"17","MADHYA PRADESH","1749","ALIRAJPUR"
"18","MAHARASHTRA","1804","RATNAGIRI"
"18","MAHARASHTRA","1807","DHULE"
"18","MAHARASHTRA","1809","AHMEDNAGAR"
"18","MAHARASHTRA","1826","WARDHA"
"18","MAHARASHTRA","1828","BHANDARA"
"18","MAHARASHTRA","1829","CHANDRAPUR"
"20","MANIPUR","2001","SENAPATI"
"20","MANIPUR","2005","THOUBAL"
"20","MANIPUR","2013","KAMJONG"
"20","MANIPUR","2014","NONEY"
"21","MEGHALAYA","2105","WEST GARO HILLS"
"21","MEGHALAYA","2106","SOUTH GARO HILLS"
"21","MEGHALAYA","2107","RI BHOI"
"22","MIZORAM","2202","LUNGLEI"
"22","MIZORAM","2206","CHAMPHAI"
"22","MIZORAM","2208","LAWNGTLAI"
"23","NAGALAND","2305","MOKOKCHUNG"
"23","NAGALAND","2309","KIPHIRE"
"24","ODISHA","2402","SUNDARGARH"
"24","ODISHA","2404","MAYURBHANJ"
"24","ODISHA","2405","BALESHWAR"
"24","ODISHA","2419","JAGATSINGHAPUR"
"24","ODISHA","2422","NAYAGARH"
"24","ODISHA","2426","BOUDH"
"24","ODISHA","2428","NUAPADA"
"25","PUDUCHERRY","2502","KARAIKAL"
"26","PUNJAB","2603","FEROZEPUR"
"26","PUNJAB","2607","HOSHIARPUR"
"26","PUNJAB","2610","SANGRUR"
"26","PUNJAB","2611","BHATINDA"
"26","PUNJAB","2620","TARN TARAN"
"26","PUNJAB","2621","BARNALA"
"26","PUNJAB","2624","MALERKOTLA"
"27","RAJASTHAN","2712","JAIPUR"
"27","RAJASTHAN","2718","JALORE"
"27","RAJASTHAN","2725","RAJSAMAND"
"27","RAJASTHAN","2726","UDAIPUR"
"27","RAJASTHAN","2732","JHALAWAR"
"28","SIKKIM","2806","PAKYONG"
"29","TAMIL NADU","2902","TIRUVALLUR"
"29","TAMIL NADU","2909","DHARMAPURI"
"29","TAMIL NADU","2915","TIRUVARUR"
"29","TAMIL NADU","2917","KARUR"
"29","TAMIL NADU","2921","THENI"
"29","TAMIL NADU","2924","VIRUDHUNAGAR"
"29","TAMIL NADU","2926","TIRUNELVELI"
"29","TAMIL NADU","2928","KANNIYAKUMARI"
"29","TAMIL NADU","2930","KRISHNAGIRI"
"29","TAMIL NADU","2935","TIRUPATHUR"
"29","TAMIL NADU","2936","TENKASI"
"29","TAMIL NADU","2937","KALLAKURICHI"
"30","TRIPURA","3003","NORTH TRIPURA"
"30","TRIPURA","3004","DHALAI"
"31","UTTAR PRADESH","3112","SAHARANPUR"
"31","UTTAR PRADESH","3125","BAREILLY"
"31","UTTAR PRADESH","3129","SITAPUR"
"31","UTTAR PRADESH","3131","UNNAO"
"31","UTTAR PRADESH","3143","FATEHPUR"
"31","UTTAR PRADESH","3145","PRAYAGRAJ"
"31","UTTAR PRADESH","3146","BAHRAICH"
"31","UTTAR PRADESH","3150","SULTANPUR"
"31","UTTAR PRADESH","3154","GORAKHPUR"
"31","UTTAR PRADESH","3158","JAUNPUR"
"31","UTTAR PRADESH","3161","VARANASI"
"31","UTTAR PRADESH","3162","MIRZAPUR"
"31","UTTAR PRADESH","3165","BAGHPAT"
"31","UTTAR PRADESH","3167","AMROHA"
"31","UTTAR PRADESH","3174","SANT KABEER NAGAR"
"31","UTTAR PRADESH","3177","CHITRAKOOT"
"31","UTTAR PRADESH","3181","AMETHI"
"31","UTTAR PRADESH","3182","HAPUR"
"32","WEST BENGAL","3202","PASCHIM BARDHAMAN"
"32","WEST BENGAL","3206","HOOGHLY"
"32","WEST BENGAL","3209","MALDAH"
"32","WEST BENGAL","3215","24 PARGANAS (NORTH)"
"32","WEST BENGAL","3218","DINAJPUR UTTAR"
"32","WEST BENGAL","3219","Darjeeling Gorkha Hill Council (DGHC)"
"33","CHHATTISGARH","3302","KAWARDHA"
"33","CHHATTISGARH","3306","KOREA"
"33","CHHATTISGARH","3316","RAIPUR"
"33","CHHATTISGARH","3332","SARANGARH BILAIGARH"
"34","JHARKHAND","3404","SIMDEGA"
"34","JHARKHAND","3406","LATEHAR"
"34","JHARKHAND","3418","KODERMA"
"34","JHARKHAND","3423","RAMGARH"
"35","UTTARAKHAND","3508","NAINITAL"
"35","UTTARAKHAND","3510","CHAMPAWAT"
"35","UTTARAKHAND","3511","PITHORAGARH"
"35","UTTARAKHAND","3512","BAGESHWAR"
"36","TELANGANA","3619","Adilabad"
"36","TELANGANA","3624","Jogulamba Gadwal"
"36","TELANGANA","3634","Mancherial"
"36","TELANGANA","3636","Nirmal"
"36","TELANGANA","3646","Narayanpet"
"32","WEST BENGAL","3207","JALPAIGURI"
"32","WEST BENGAL","3214","PURULIA"
"32","WEST BENGAL","3220","ALIPURDUAR"
"33","CHHATTISGARH","3303","DURG"
"33","CHHATTISGARH","3312","DANTEWADA"
"33","CHHATTISGARH","3315","MAHASAMUND"
"33","CHHATTISGARH","3316","RAIPUR"
"33","CHHATTISGARH","3320","GARIYABAND"
"33","CHHATTISGARH","3333","MANENDRAGARH CHIRMIRI BHARATPUR"
"34","JHARKHAND","3402","LOHARDAGA"
"34","JHARKHAND","3405","PALAMU"
"34","JHARKHAND","3406","LATEHAR"
"34","JHARKHAND","3407","GARHWA"
"34","JHARKHAND","3412","JAMTARA"
"34","JHARKHAND","3414","PAKUR"
"34","JHARKHAND","3418","KODERMA"
"35","UTTARAKHAND","3504","CHAMOLI"
"35","UTTARAKHAND","3509","UDAM SINGH NAGAR"
"36","TELANGANA","3619","Adilabad"
"36","TELANGANA","3624","Jogulamba Gadwal"
"36","TELANGANA","3634","Mancherial"
"36","TELANGANA","3637","Peddapalli"
"36","TELANGANA","3638","Sangareddy"
"36","TELANGANA","3641","Rajanna Sirsilla"
"36","TELANGANA","3644","Yadadri Bhuvanagiri"
"36","TELANGANA","3645","Mulugu"
"15","KARNATAKA","1502","BENGALURU"
"15","KARNATAKA","1504","BELAGAVI"
"15","KARNATAKA","1505","BALLARI"
"15","KARNATAKA","1509","CHIKKAMAGALURU"
"15","KARNATAKA","1516","HASSAN"
"15","KARNATAKA","1520","KOPPAL"
"15","KARNATAKA","1526","UDUPI"
"15","KARNATAKA","1531","VIJAYANAGARA"
"16","KERALA","1609","IDUKKI"
"16","KERALA","1610","KOTTAYAM"
"17","MADHYA PRADESH","1701","MORENA"
"17","MADHYA PRADESH","1710","SAGAR"
"17","MADHYA PRADESH","1711","DAMOH"
"17","MADHYA PRADESH","1715","SIDHI"
"17","MADHYA PRADESH","1720","DEWAS"
"17","MADHYA PRADESH","1727","VIDISHA"
"17","MADHYA PRADESH","1729","SEHORE"
"17","MADHYA PRADESH","1740","UMARIA"
"17","MADHYA PRADESH","1751","AGAR-MALWA"
"18","MAHARASHTRA","1803","RAIGAD"
"18","MAHARASHTRA","1809","AHMEDNAGAR"
"18","MAHARASHTRA","1812","SANGLI"
"18","MAHARASHTRA","1816","JALNA"
"18","MAHARASHTRA","1819","NANDED"
"18","MAHARASHTRA","1822","BULDHANA"
"18","MAHARASHTRA","1823","AKOLA"
"18","MAHARASHTRA","1825","YAVATMAL"
"18","MAHARASHTRA","1831","NANDURBAR"
"20","MANIPUR","2004","CHANDEL"
"20","MANIPUR","2007","IMPHAL WEST"
"20","MANIPUR","2010","JIRIBAM"
"20","MANIPUR","2011","KANGPOKPI"
"20","MANIPUR","2013","KAMJONG"
"21","MEGHALAYA","2103","WEST KHASI HILLS"
"21","MEGHALAYA","2111","SOUTH WEST KHASI HILLS"
"22","MIZORAM","2201","AIZAWL"
"22","MIZORAM","2203","Siaha"
"22","MIZORAM","2206","CHAMPHAI"
"23","NAGALAND","2301","KOHIMA"
"23","NAGALAND","2304","WOKHA"
"23","NAGALAND","2306","TUENSANG"
"24","ODISHA","2405","BALESHWAR"
"24","ODISHA","2407","DHENKANAL"
"24","ODISHA","2408","KANDHAMAL"
"24","ODISHA","2416","DEOGARH"
"24","ODISHA","2421","ANGUL"
"24","ODISHA","2426","BOUDH"
"24","ODISHA","2430","NABARANGAPUR"
"24","ODISHA","2431","MALKANGIRI"
"26","PUNJAB","2602","AMRITSAR"
"26","PUNJAB","2603","FEROZEPUR"
"26","PUNJAB","2609","PATIALA"
"26","PUNJAB","2615","MOGA"
"26","PUNJAB","2622","Pathankot"
"27","RAJASTHAN","2708","DHOLPUR"
"27","RAJASTHAN","2716","JAISALMER"
"27","RAJASTHAN","2725","RAJSAMAND"
"28","SIKKIM","2802","Gangtok District"
"29","TAMIL NADU","2903","CUDDALORE"
"29","TAMIL NADU","2911","COIMBATORE"
"29","TAMIL NADU","2922","DINDIGUL"
"29","TAMIL NADU","2932","TIRUPPUR"
"29","TAMIL NADU","2935","TIRUPATHUR"
"30","TRIPURA","3001","WEST TRIPURA"
"30","TRIPURA","3008","Gomati"
"31","UTTAR PRADESH","3111","RAMPUR"
"31","UTTAR PRADESH","3118","ALIGARH"
"31","UTTAR PRADESH","3123","MAINPURI"
"31","UTTAR PRADESH","3125","BAREILLY"
"31","UTTAR PRADESH","3131","UNNAO"
"31","UTTAR PRADESH","3140","LALITPUR"
"31","UTTAR PRADESH","3146","BAHRAICH"
"31","UTTAR PRADESH","3178","AMBEDKAR NAGAR"
"31","UTTAR PRADESH","3179","MAHOBA"
"32","WEST BENGAL","3203","BIRBHUM"
"12","HARYANA","1202","YAMUNANAGAR"
"12","HARYANA","1208","ROHTAK"
"12","HARYANA","1213","BHIWANI"
"12","HARYANA","1220","JHAJJAR"
"13","HIMACHAL PRADESH","1312","UNA"
"14","JAMMU AND KASHMIR","1402","BARAMULLA"
"14","JAMMU AND KASHMIR","1415","KISHTWAR"
"14","JAMMU AND KASHMIR","1416","RAMBAN"
"14","JAMMU AND KASHMIR","1418","SAMBA"
"14","JAMMU AND KASHMIR","1421","KULGAM"
"15","KARNATAKA","1501","BAGALKOTE"
"15","KARNATAKA","1506","BIDAR"
"15","KARNATAKA","1507","VIJAYPURA"
"15","KARNATAKA","1509","CHIKKAMAGALURU"
"15","KARNATAKA","1510","CHITRADURGA"
"15","KARNATAKA","1513","DHARWAR"
"15","KARNATAKA","1514","GADAG"
"15","KARNATAKA","1516","HASSAN"
"15","KARNATAKA","1518","KODAGU"
"15","KARNATAKA","1521","MANDYA"
"16","KERALA","1601","KASARGOD"
"17","MADHYA PRADESH","1706","GUNA"
"17","MADHYA PRADESH","1713","REWA"
"17","MADHYA PRADESH","1722","DHAR"
"17","MADHYA PRADESH","1729","SEHORE"
"17","MADHYA PRADESH","1744","KATNI"
"18","MAHARASHTRA","1803","RAIGAD"
"18","MAHARASHTRA","1811","SATARA"
"18","MAHARASHTRA","1814","KOLHAPUR"
"18","MAHARASHTRA","1815","Chatrapati Sambhaji Nagar"
"18","MAHARASHTRA","1819","NANDED"
"18","MAHARASHTRA","1825","YAVATMAL"
"18","MAHARASHTRA","1829","CHANDRAPUR"
"20","MANIPUR","2007","IMPHAL WEST"
"20","MANIPUR","2011","KANGPOKPI"
"20","MANIPUR","2012","KAKCHING"
"21","MEGHALAYA","2101","WEST JAINTIA HILLS"
"21","MEGHALAYA","2112","EASTERN WEST KHASI HILLS"
"22","MIZORAM","2202","LUNGLEI"
"22","MIZORAM","2203","Siaha"
"22","MIZORAM","2207","SERCHHIP"
"22","MIZORAM","2209","HNAHTHIAL"
"22","MIZORAM","2210","KHAWZAWL"
"23","NAGALAND","2301","KOHIMA"
"23","NAGALAND","2311","PEREN"
"24","ODISHA","2404","MAYURBHANJ"
"24","ODISHA","2405","BALESHWAR"
"24","ODISHA","2414","BARGARH"
"24","ODISHA","2430","NABARANGAPUR"
"26","PUNJAB","2605","JALANDHAR"
"26","PUNJAB","2612","FARIDKOT"
"27","RAJASTHAN","2702","HANUMANGARH"
"27","RAJASTHAN","2707","BHARATPUR"
"27","RAJASTHAN","2712","JAIPUR"
"27","RAJASTHAN","2726","UDAIPUR"
"27","RAJASTHAN","2728","BANSWARA"
"27","RAJASTHAN","2733","PRATAPGARH"
"29","TAMIL NADU","2901","KANCHIPURAM"
"29","TAMIL NADU","2906","TIRUVANNAMALAI"
"29","TAMIL NADU","2916","TIRUCHIRAPPALLI"
"29","TAMIL NADU","2918","PERAMBALUR"
"29","TAMIL NADU","2922","DINDIGUL"
"29","TAMIL NADU","2923","RAMANATHAPURAM"
"29","TAMIL NADU","2925","SIVAGANGAI"
"29","TAMIL NADU","2927","THOOTHUKKUDI"
"29","TAMIL NADU","2928","KANNIYAKUMARI"
"29","TAMIL NADU","2931","ARIYALUR"
"30","TRIPURA","3001","WEST TRIPURA"
"30","TRIPURA","3004","DHALAI"
"30","TRIPURA","3005","Unakoti"
"30","TRIPURA","3007","Sepahijala"
"30","TRIPURA","3008","Gomati"
"31","UTTAR PRADESH","3119","MATHURA"
"31","UTTAR PRADESH","3120","AGRA"
"31","UTTAR PRADESH","3121","FIROZABAD"
"31","UTTAR PRADESH","3122","ETAH"
"31","UTTAR PRADESH","3125","BAREILLY"
"31","UTTAR PRADESH","3131","UNNAO"
"31","UTTAR PRADESH","3132","LUCKNOW"
"31","UTTAR PRADESH","3133","RAE BARELI"
"31","UTTAR PRADESH","3135","ETAWAH"
"31","UTTAR PRADESH","3136","KANPUR DEHAT"
"31","UTTAR PRADESH","3137","KANPUR NAGAR"
"31","UTTAR PRADESH","3140","LALITPUR"
"31","UTTAR PRADESH","3147","GONDA"
"31","UTTAR PRADESH","3149","AYODHYA"
"31","UTTAR PRADESH","3161","VARANASI"
"31","UTTAR PRADESH","3168","KANNAUJ"
"32","WEST BENGAL","3203","BIRBHUM"
"32","WEST BENGAL","3207","JALPAIGURI"
"32","WEST BENGAL","3210","PASCHIM MEDINIPUR"
"33","CHHATTISGARH","3308","KORBA"
"33","CHHATTISGARH","3310","KANKER"
"33","CHHATTISGARH","3311","BASTAR"
"33","CHHATTISGARH","3313","RAIGARH"
"33","CHHATTISGARH","3317","BIJAPUR"
"33","CHHATTISGARH","3330","MOHLA MANPUR AMBAGARH CHOWKI"
"33","CHHATTISGARH","3331","KHAIRAGARH CHHUIKHADAN GANDAI"
"33","CHHATTISGARH","3332","SARANGARH BILAIGARH"
"34","JHARKHAND","3401","RANCHI"
"34","JHARKHAND","3411","DUMKA"
"34","JHARKHAND","3414","PAKUR"
"34","JHARKHAND","3419","GIRIDIH"
"34","JHARKHAND","3423","RAMGARH"
"36","TELANGANA","3620","Karimnagar"
"36","TELANGANA","3621","Warangal"
"36","TELANGANA","3626","Jagtial"
"36","TELANGANA","3629","Kamareddy"
"36","TELANGANA","3632","Mahabubabad"
"36","TELANGANA","3633","Medchal"
"36","TELANGANA","3634","Mancherial"
"36","TELANGANA","3644","Yadadri Bhuvanagiri"
"36","TELANGANA","3646","Narayanpet"
"02","ANDHRA PRADESH","0201","SRIKAKULAM"
"02","ANDHRA PRADESH","0220","PALNADU"
"02","ANDHRA PRADESH","0222","SRI SATHYA SAI"
"02","ANDHRA PRADESH","0226","KAKINADA"
"03","ARUNACHAL PRADESH","0304","LOWER SUBANSIRI"
"03","ARUNACHAL PRADESH","0307","EAST SIANG"
"03","ARUNACHAL PRADESH","0309","LOHIT"
"03","ARUNACHAL PRADESH","0312","PAPUM PARE"
"03","ARUNACHAL PRADESH","0316","KURUNG KUMEY"
"03","ARUNACHAL PRADESH","0317","ANJAW"
"03","ARUNACHAL PRADESH","0318","LONGDING"
"03","ARUNACHAL PRADESH","0323","PAKKE KESSANG"
"03","ARUNACHAL PRADESH","0325","KAMLE"
"04","ASSAM","0406","NALBARI"
"04","ASSAM","0412","Morigaon"
"04","ASSAM","0416","SIVASAGAR"
"04","ASSAM","0426","KAMRUP (METRO)"
"04","ASSAM","0429","HOJAI"
"04","ASSAM","0432","MAJULI"
"05","BIHAR","0504","ROHTAS"
"05","BIHAR","0508","NAWADA"
"05","BIHAR","0527","BHAGALPUR"
"05","BIHAR","0546","LAKHISARAI"
"05","BIHAR","0547","Sheikhpura"
"05","BIHAR","0548","BUXAR"
"11","GUJARAT","1101","JAMNAGAR"
"11","GUJARAT","1105","AMRELI"
"11","GUJARAT","1109","SABAR KANTHA"
"11","GUJARAT","1128","Botad"
"11","GUJARAT","1129","Chhotaudepur"
"11","GUJARAT","1131","GIR SOMNATH"
"11","GUJARAT","1132","DEVBHUMI DWARKA"
"01","ANDAMAN AND NICOBAR","0101","SOUTH ANDAMAN"
"01","ANDAMAN AND NICOBAR","0102","NICOBARS"
"02","ANDHRA PRADESH","0201","SRIKAKULAM"
"02","ANDHRA PRADESH","0202","VIZIANAGARAM"
"02","ANDHRA PRADESH","0215","ANAKAPALLI"
"02","ANDHRA PRADESH","0216","KONASEEMA"
"02","ANDHRA PRADESH","0220","PALNADU"
"02","ANDHRA PRADESH","0222","SRI SATHYA SAI"
"03","ARUNACHAL PRADESH","0301","TAWANG"
"03","ARUNACHAL PRADESH","0306","WEST SIANG"
"03","ARUNACHAL PRADESH","0310","CHANGLANG"
"03","ARUNACHAL PRADESH","0312","PAPUM PARE"
"03","ARUNACHAL PRADESH","0321","NAMSAI"
"03","ARUNACHAL PRADESH","0324","LEPARADA"
"03","ARUNACHAL PRADESH","0325","KAMLE"
"03","ARUNACHAL PRADESH","0326","LOWER SIANG"
"04","ASSAM","0405","BARPETA"
"04","ASSAM","0409","SONITPUR"
"04","ASSAM","0412","Morigaon"
"04","ASSAM","0415","JORHAT"
"04","ASSAM","0417","DIBRUGARH"
"04","ASSAM","0419","KARBI ANGLONG"
"04","ASSAM","0420","Dima Hasao"
"04","ASSAM","0424","BAKSA"
"04","ASSAM","0425","CHIRANG"
"04","ASSAM","0426","KAMRUP (METRO)"
"04","ASSAM","0431","SOUTH SALMARA-MANKACHAR"
"29","TAMIL NADU","2910","ERODE"
"29","TAMIL NADU","2915","TIRUVARUR"
"29","TAMIL NADU","2916","TIRUCHIRAPPALLI"
"29","TAMIL NADU","2921","THENI"
"29","TAMIL NADU","2930","KRISHNAGIRI"
"29","TAMIL NADU","2936","TENKASI"
"30","TRIPURA","3002","SOUTH TRIPURA"
"31","UTTAR PRADESH","3115","MEERUT"
"31","UTTAR PRADESH","3118","ALIGARH"
"31","UTTAR PRADESH","3130","HARDOI"
"31","UTTAR PRADESH","3132","LUCKNOW"
"31","UTTAR PRADESH","3133","RAE BARELI"
"31","UTTAR PRADESH","3138","JALAUN"
"31","UTTAR PRADESH","3140","LALITPUR"
"31","UTTAR PRADESH","3142","BANDA"
"31","UTTAR PRADESH","3146","BAHRAICH"
"31","UTTAR PRADESH","3147","GONDA"
"31","UTTAR PRADESH","3150","SULTANPUR"
"31","UTTAR PRADESH","3156","MAU"
"31","UTTAR PRADESH","3159","BALLIA"
"31","UTTAR PRADESH","3175","BALRAMPUR"
"31","UTTAR PRADESH","3179","MAHOBA"
"31","UTTAR PRADESH","3180","KASHGANJ"
"31","UTTAR PRADESH","3182","HAPUR"
"32","WEST BENGAL","3209","MALDAH"
"32","WEST BENGAL","3212","MURSHIDABAD"
"32","WEST BENGAL","3217","DINAJPUR DAKSHIN"
"32","WEST BENGAL","3218","DINAJPUR UTTAR"
"32","WEST BENGAL","3220","ALIPURDUAR"
"32","WEST BENGAL","3225","PURBA BARDHAMAN"
"33","CHHATTISGARH","3302","KAWARDHA"
"33","CHHATTISGARH","3307","JASHPUR"
"33","CHHATTISGARH","3311","BASTAR"
"33","CHHATTISGARH","3318","NARAYANPUR"
"33","CHHATTISGARH","3331","KHAIRAGARH CHHUIKHADAN GANDAI"
"34","JHARKHAND","3407","GARHWA"
"34","JHARKHAND","3411","DUMKA"
"35","UTTARAKHAND","3504","CHAMOLI"
"35","UTTARAKHAND","3511","PITHORAGARH"
"36","TELANGANA","3614","Mahabubnagar"
"36","TELANGANA","3617","Medak"
"36","TELANGANA","3621","Warangal"
"36","TELANGANA","3641","Rajanna Sirsilla"
"02","ANDHRA PRADESH","0210","CHITTOOR"
"02","ANDHRA PRADESH","0215","ANAKAPALLI"
"02","ANDHRA PRADESH","0224","TIRUPATI"
"03","ARUNACHAL PRADESH","0319","KRA-DAADI"
"03","ARUNACHAL PRADESH","0322","SHI YOMI"
"04","ASSAM","0401","DHUBRI"
"04","ASSAM","0402","KOKRAJHAR"
"04","ASSAM","0403","BONGAIGAON"
"04","ASSAM","0405","BARPETA"
"04","ASSAM","0413","NAGAON"
"04","ASSAM","0421","KARIMGANJ"
"04","ASSAM","0429","HOJAI"
"04","ASSAM","0430","CHARAIDEO"
"04","ASSAM","0434","WEST KARBI ANGLONG"
"05","BIHAR","0504","ROHTAS"
"05","BIHAR","0506","JEHANABAD"
"05","BIHAR","0507","GAYA"
"05","BIHAR","0509","SARAN"
"05","BIHAR","0510","SIWAN"
"05","BIHAR","0521","SAHARSA"
"05","BIHAR","0543","SHEOHAR"
"05","BIHAR","0545","BANKA"
"05","BIHAR","0546","LAKHISARAI"
"05","BIHAR","0547","Sheikhpura"
"05","BIHAR","0548","BUXAR"
"07","DN HAVELI AND DD","0701","DADRA AND NAGAR HAVELI"
"11","GUJARAT","1103","SURENDRANAGAR"
"11","GUJARAT","1119","DANG"
"11","GUJARAT","1121","PORBANDAR"
"11","GUJARAT","1131","GIR SOMNATH"
"12","HARYANA","1214","JIND"
"12","HARYANA","1221","PALWAL"
"13","HIMACHAL PRADESH","1303","HAMIRPUR"
"14","JAMMU AND KASHMIR","1402","BARAMULLA"
"14","JAMMU AND KASHMIR","1405","PULWAMA"
"15","KARNATAKA","1503","BENGALURU RURAL"
"15","KARNATAKA","1527","UTTARA KANNADA"
"15","KARNATAKA","1528","CHIKKABALLAPURA"
"16","KERALA","1601","KASARGOD"
"17","MADHYA PRADESH","1701","MORENA"
"17","MADHYA PRADESH","1705","SHIVPURI"
"17","MADHYA PRADESH","1707","TIKAMGARH"
"17","MADHYA PRADESH","1719","SHAJAPUR"
"17","MADHYA PRADESH","1720","DEWAS"
"17","MADHYA PRADESH","1722","DHAR"
"17","MADHYA PRADESH","1723","INDORE"
"17","MADHYA PRADESH","1724","KHARGONE"
"17","MADHYA PRADESH","1729","SEHORE"
"17","MADHYA PRADESH","1736","CHHINDWARA"
"17","MADHYA PRADESH","1742","BARWANI"
"17","MADHYA PRADESH","1750","SINGRAULI"
"18","MAHARASHTRA","1805","SINDHUDURG"
